strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
160600100103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100208,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100209,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100210,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100211,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100212,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100213,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100506,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100507,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100508,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100509,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100510,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100511,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100512,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100606,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100607,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100608,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100609,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100804,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100805,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100806,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100904,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100905,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100906,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600100907,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101004,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101005,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600101204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110107,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110108,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110500,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110606,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110607,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110706,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110707,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110708,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110804,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110805,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600110900,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111001,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111004,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600111305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120407,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120408,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120606,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120607,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120706,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120707,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120800,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600120903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121001,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121004,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121005,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121006,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121007,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121008,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121009,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121306,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121307,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121600,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121706,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121707,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600121800,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130606,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130904,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130905,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130906,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130907,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600130908,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131001,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600131500,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140400,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
160600140604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
